id,location_id,date,weather,max_temp_c,min_temp_c,avg_temp_c,precipitation_mm,humidity_pct,wind_speed_mps
6221,1,2025-12-23,晴れ,10.0,-1.3,4.3,0.0,40.6,1.0
6222,2,2025-12-23,曇り,7.3,-3.3,2.0,0.0,69.3,1.0
6223,3,2025-12-23,曇り,2.9,-7.9,-2.5,0.0,65.4,2.9
6224,4,2025-12-23,晴れ,6.0,-4.9,0.5,0.0,41.6,1.4
6225,1,2025-12-24,晴れ,9.4,-1.6,3.9,0.0,48.6,3.2
6226,2,2025-12-24,晴れ,8.7,-2.0,3.3,0.0,52.6,3.0
6227,3,2025-12-24,晴れ,4.6,-6.4,-0.9,0.0,56.4,3.8
6228,4,2025-12-24,曇り,6.5,-4.4,1.0,0.0,62.6,2.1
6229,1,2025-12-25,曇り,12.8,1.5,7.2,0.0,59.4,1.6
6230,2,2025-12-25,晴れ,13.1,1.9,7.5,0.0,50.4,3.2
6231,3,2025-12-25,曇り,5.7,-5.1,0.3,0.0,62.8,2.5
6232,4,2025-12-25,曇り,8.0,-2.7,2.6,0.0,65.5,3.0
6233,1,2025-12-26,晴れ,10.8,-0.2,5.3,0.0,37.5,2.8
6234,2,2025-12-26,晴れ,11.5,0.5,6.0,0.0,38.0,2.7
6235,3,2025-12-26,晴れ,5.9,-5.0,0.5,0.0,49.7,2.0
6236,4,2025-12-26,晴れ,8.4,-2.5,3.0,0.0,52.6,1.5
6237,1,2025-12-27,晴れ,11.6,0.6,6.1,0.0,48.4,2.6
6238,2,2025-12-27,晴れ,13.6,2.3,7.9,0.0,33.3,4.0
6239,3,2025-12-27,晴れ,7.1,-3.9,1.6,0.0,41.2,2.1
6240,4,2025-12-27,曇り,10.1,-1.0,4.5,0.0,63.9,1.9
6241,1,2025-12-28,晴れ,12.0,1.0,6.5,0.0,50.4,2.4
6242,2,2025-12-28,晴れ,11.5,0.8,6.2,0.0,44.9,0.9
6243,3,2025-12-28,曇り,6.7,-4.1,1.3,0.0,56.0,2.4
6244,4,2025-12-28,曇り,9.6,-1.3,4.1,0.0,64.8,2.6
6245,1,2025-12-29,曇り,11.8,0.6,6.2,0.0,47.3,0.4
6246,2,2025-12-29,曇り,11.9,0.8,6.4,0.0,60.6,2.4
6247,3,2025-12-29,晴れ,5.8,-5.1,0.4,0.0,49.9,1.9
6248,4,2025-12-29,晴れ,9.1,-2.0,3.5,0.0,45.7,1.4
6249,1,2025-12-30,雨,8.6,-2.1,3.2,69.5,67.5,4.4
6250,2,2025-12-30,雨,10.7,-0.3,5.2,0.5,80.9,5.3
6251,3,2025-12-30,雪,5.4,-5.6,-0.1,10.6,63.2,3.1
6252,4,2025-12-30,雨,8.2,-2.8,2.7,2.0,69.1,3.4
6253,1,2025-12-31,晴れ,11.4,0.4,5.9,0.0,53.4,4.7
6254,2,2025-12-31,晴れ,12.6,1.5,7.0,0.0,45.0,3.0
6255,3,2025-12-31,晴れ,7.2,-3.8,1.7,0.0,50.9,2.8
6256,4,2025-12-31,曇り,9.8,-1.3,4.2,0.0,63.3,2.3
6257,1,2026-01-01,晴れ,11.6,0.7,6.1,0.0,50.1,2.1
6258,2,2026-01-01,曇り,12.8,1.8,7.3,0.0,60.5,2.9
6259,3,2026-01-01,曇り,8.3,-2.8,2.8,0.0,60.7,2.0
6260,4,2026-01-01,曇り,10.7,-0.5,5.1,0.0,65.4,0.2
6261,1,2026-01-02,曇り,10.3,-0.7,4.8,0.0,52.9,2.0
6262,2,2026-01-02,曇り,11.2,0.2,5.7,0.0,61.4,2.5
6263,3,2026-01-02,晴れ,7.3,-3.9,1.7,0.0,40.5,2.4
6264,4,2026-01-02,晴れ,6.7,-4.0,1.4,0.0,50.6,3.1
6265,1,2026-01-03,晴れ,8.8,-2.0,3.4,0.0,43.0,3.9
6266,2,2026-01-03,晴れ,11.8,0.5,6.2,0.0,47.4,2.1
6267,3,2026-01-03,曇り,4.0,-6.7,-1.4,0.0,49.7,4.5
6268,4,2026-01-03,晴れ,6.4,-4.4,1.0,0.0,56.3,1.7
6269,1,2026-01-04,曇り,9.2,-1.7,3.7,0.0,64.1,3.8
6270,2,2026-01-04,晴れ,10.0,-1.0,4.5,0.0,45.4,1.7
6271,3,2026-01-04,晴れ,3.2,-7.4,-2.1,0.0,47.8,1.6
6272,4,2026-01-04,晴れ,9.1,-2.2,3.4,0.0,53.4,1.6
6273,1,2026-01-05,晴れ,7.4,-3.4,2.0,0.0,55.7,2.1
6274,2,2026-01-05,曇り,10.6,-0.7,5.0,0.0,69.4,2.3
6275,3,2026-01-05,曇り,3.3,-7.6,-2.1,0.0,65.8,1.2
6276,4,2026-01-05,曇り,5.6,-5.3,0.1,0.0,56.1,0.2
6277,1,2026-01-06,曇り,8.2,-2.7,2.7,0.0,61.8,2.7
6278,2,2026-01-06,晴れ,8.1,-2.6,2.8,0.0,41.6,3.1
6279,3,2026-01-06,晴れ,4.0,-7.0,-1.5,0.0,41.0,3.5
6280,4,2026-01-06,晴れ,6.9,-4.2,1.4,0.0,38.1,1.1
6281,1,2026-01-07,晴れ,9.8,-1.4,4.2,0.0,46.4,1.7
6282,2,2026-01-07,晴れ,8.3,-2.5,2.9,0.0,48.8,2.6
6283,3,2026-01-07,曇り,5.1,-6.1,-0.5,0.0,63.8,2.3
6284,4,2026-01-07,晴れ,5.8,-5.0,0.4,0.0,48.9,1.6
6285,1,2026-01-08,曇り,6.2,-4.7,0.8,0.0,58.2,2.6
6286,2,2026-01-08,晴れ,6.7,-4.1,1.3,0.0,51.6,1.2
6287,3,2026-01-08,曇り,1.2,-9.6,-4.2,0.0,65.9,3.5
6288,4,2026-01-08,晴れ,4.0,-6.9,-1.5,0.0,42.0,2.1
6289,1,2026-01-09,雪,8.1,-3.0,2.5,6.3,68.7,2.9
6290,2,2026-01-09,雨,7.8,-3.1,2.3,11.2,79.3,3.4
6291,3,2026-01-09,雨,3.7,-7.3,-1.8,17.2,78.3,3.8
6292,4,2026-01-09,雨,6.0,-5.0,0.5,8.8,66.5,4.0
6293,1,2026-01-10,曇り,10.0,-1.1,4.5,0.0,54.1,3.0
6294,2,2026-01-10,晴れ,9.5,-1.4,4.0,0.0,52.1,2.6
6295,3,2026-01-10,曇り,4.8,-6.1,-0.6,0.0,51.6,2.0
6296,4,2026-01-10,晴れ,7.7,-3.4,2.2,0.0,45.7,1.8
6297,1,2026-01-11,曇り,7.6,-3.2,2.2,0.0,62.6,1.1
6298,2,2026-01-11,曇り,7.4,-3.3,2.1,0.0,65.8,2.4
6299,3,2026-01-11,晴れ,3.7,-7.3,-1.8,0.0,42.1,3.4
6300,4,2026-01-11,晴れ,6.0,-5.0,0.5,0.0,51.6,2.7
6301,1,2026-01-12,雪,7.0,-3.9,1.6,6.2,74.4,2.6
6302,2,2026-01-12,雨,7.6,-3.3,2.1,9.5,65.8,3.5
6303,3,2026-01-12,雨,2.7,-8.3,-2.8,5.2,67.2,3.7
6304,4,2026-01-12,雨,4.9,-6.0,-0.5,10.1,83.7,4.2
6305,1,2026-01-13,曇り,7.8,-3.3,2.2,0.0,58.9,2.5
6306,2,2026-01-13,曇り,7.4,-3.5,2.0,0.0,58.7,3.7
6307,3,2026-01-13,曇り,1.0,-9.7,-4.3,0.0,66.1,2.2
6308,4,2026-01-13,曇り,6.5,-4.9,0.8,0.0,61.6,3.8
6309,1,2026-01-14,曇り,6.6,-4.4,1.1,0.0,60.7,2.9
6310,2,2026-01-14,曇り,7.2,-3.8,1.7,0.0,74.4,3.3
6311,3,2026-01-14,晴れ,2.1,-8.9,-3.4,0.0,36.1,2.2
6312,4,2026-01-14,曇り,5.5,-5.7,-0.1,0.0,55.4,3.9
6313,1,2026-01-15,曇り,7.6,-3.6,2.0,0.0,58.3,2.7
6314,2,2026-01-15,晴れ,6.5,-4.4,1.0,0.0,55.7,3.9
6315,3,2026-01-15,晴れ,0.7,-10.0,-4.7,0.0,52.3,1.4
6316,4,2026-01-15,晴れ,3.9,-7.1,-1.6,0.0,55.1,2.8
6317,1,2026-01-16,曇り,7.9,-3.2,2.4,0.0,62.8,1.5
6318,2,2026-01-16,晴れ,7.9,-3.1,2.4,0.0,37.3,2.3
6319,3,2026-01-16,晴れ,3.2,-7.9,-2.4,0.0,52.8,2.7
6320,4,2026-01-16,晴れ,3.8,-7.0,-1.6,0.0,50.3,1.4
6321,1,2026-01-17,晴れ,8.7,-2.2,3.2,0.0,55.0,1.6
6322,2,2026-01-17,晴れ,9.4,-1.5,4.0,0.0,49.0,2.6
6323,3,2026-01-17,曇り,4.7,-6.3,-0.8,0.0,56.7,0.3
6324,4,2026-01-17,曇り,6.0,-4.8,0.6,0.0,66.3,1.2
6325,1,2026-01-18,晴れ,8.7,-2.2,3.2,0.0,59.7,2.6
6326,2,2026-01-18,晴れ,9.3,-1.6,3.9,0.0,52.7,1.5
6327,3,2026-01-18,晴れ,4.3,-6.6,-1.1,0.0,49.4,2.1
6328,4,2026-01-18,晴れ,6.8,-4.2,1.3,0.0,49.7,2.3
6329,1,2026-01-19,晴れ,8.4,-2.5,3.0,0.0,49.3,1.9
6330,2,2026-01-19,晴れ,10.3,-0.8,4.8,0.0,40.8,3.6
6331,3,2026-01-19,晴れ,4.2,-6.8,-1.3,0.0,49.9,1.9
6332,4,2026-01-19,晴れ,8.6,-2.7,2.9,0.0,49.7,0.7
6333,1,2026-01-20,曇り,7.8,-3.5,2.1,0.0,57.4,3.0
6334,2,2026-01-20,晴れ,5.4,-5.3,0.1,0.0,40.1,2.9
6335,3,2026-01-20,曇り,2.6,-8.5,-3.0,0.0,53.9,3.0
6336,4,2026-01-20,晴れ,4.2,-6.8,-1.3,0.0,52.3,3.1
6337,1,2026-01-21,晴れ,9.4,-1.4,4.0,0.0,46.2,0.6
6338,2,2026-01-21,曇り,10.1,-0.8,4.6,0.0,56.4,1.3
6339,3,2026-01-21,曇り,3.8,-6.8,-1.5,0.0,60.5,2.5
6340,4,2026-01-21,晴れ,8.7,-2.5,3.1,0.0,46.1,1.5
6341,1,2026-01-22,雨,12.1,0.8,6.5,12.5,92.9,4.6
6342,2,2026-01-22,雨,10.2,-0.7,4.8,14.0,75.5,2.7
6343,3,2026-01-22,雨,6.9,-4.3,1.3,0.5,80.6,4.9
6344,4,2026-01-22,雨,8.5,-2.5,3.0,8.5,74.5,3.3
6345,1,2026-01-23,晴れ,10.3,-0.4,5.0,0.0,45.3,2.1
6346,2,2026-01-23,曇り,13.0,1.8,7.4,0.0,67.1,0.8
6347,3,2026-01-23,曇り,6.1,-4.7,0.7,0.0,64.9,4.2
6348,4,2026-01-23,晴れ,9.4,-1.7,3.9,0.0,43.0,2.3
6349,1,2026-01-24,晴れ,11.4,0.4,5.9,0.0,45.1,1.1
6350,2,2026-01-24,曇り,13.6,2.3,7.9,0.0,56.1,1.6
6351,3,2026-01-24,曇り,6.3,-4.6,0.9,0.0,70.0,3.0
6352,4,2026-01-24,晴れ,10.0,-1.2,4.4,0.0,51.2,1.0
6353,1,2026-01-25,雪,10.3,-0.6,4.9,1.3,74.7,2.6
6354,2,2026-01-25,雪,10.5,-0.3,5.1,10.0,65.3,1.6
6355,3,2026-01-25,雪,5.8,-5.1,0.4,2.1,67.2,2.3
6356,4,2026-01-25,雪,8.9,-2.1,3.4,0.5,65.7,1.7
6357,1,2026-01-26,晴れ,10.5,-0.3,5.1,0.0,52.7,3.0
6358,2,2026-01-26,曇り,12.0,1.0,6.5,0.0,56.7,3.9
6359,3,2026-01-26,晴れ,8.1,-3.2,2.4,0.0,51.2,2.5
6360,4,2026-01-26,晴れ,9.2,-1.9,3.6,0.0,46.0,1.5
6361,1,2026-01-27,曇り,9.8,-0.8,4.5,0.0,64.7,1.7
6362,2,2026-01-27,曇り,14.1,2.7,8.4,0.0,56.4,1.7
6363,3,2026-01-27,曇り,7.7,-3.5,2.1,0.0,52.6,2.5
6364,4,2026-01-27,晴れ,9.8,-1.3,4.2,0.0,45.3,0.6
6365,1,2026-01-28,晴れ,8.4,-2.6,2.9,0.0,43.5,0.2
6366,2,2026-01-28,晴れ,8.0,-2.7,2.6,0.0,49.6,2.8
6367,3,2026-01-28,晴れ,3.2,-7.6,-2.2,0.0,49.9,1.7
6368,4,2026-01-28,曇り,4.8,-5.9,-0.6,0.0,59.2,0.7
6369,1,2026-01-29,晴れ,5.7,-5.2,0.2,0.0,41.1,1.7
6370,2,2026-01-29,晴れ,5.2,-5.5,-0.1,0.0,49.0,1.7
6371,3,2026-01-29,曇り,0.6,-10.2,-4.8,0.0,54.3,0.6
6372,4,2026-01-29,晴れ,4.5,-6.6,-1.0,0.0,49.2,1.4
6373,1,2026-01-30,晴れ,6.1,-4.7,0.7,0.0,36.8,1.4
6374,2,2026-01-30,晴れ,5.7,-4.9,0.4,0.0,45.2,2.6
6375,3,2026-01-30,曇り,3.7,-7.6,-1.9,0.0,46.6,2.5
6376,4,2026-01-30,曇り,5.2,-5.8,-0.3,0.0,53.4,2.2
6377,1,2026-01-31,雨,6.9,-4.1,1.4,7.5,79.0,3.5
6378,2,2026-01-31,雨,8.1,-3.0,2.5,0.9,70.4,3.7
6379,3,2026-01-31,雨,2.3,-8.6,-3.1,12.7,74.1,3.1
6380,4,2026-01-31,雨,4.3,-6.5,-1.1,41.9,85.5,1.3
6381,1,2026-02-01,晴れ,7.4,-3.7,1.9,0.0,47.5,1.7
6382,2,2026-02-01,晴れ,7.1,-3.8,1.6,0.0,44.4,2.0
6383,3,2026-02-01,曇り,1.8,-9.1,-3.6,0.0,63.8,2.3
6384,4,2026-02-01,晴れ,5.8,-5.5,0.1,0.0,35.5,2.3
6385,1,2026-02-02,曇り,6.0,-5.0,0.5,0.0,45.1,2.3
6386,2,2026-02-02,曇り,5.9,-4.9,0.5,0.0,63.4,0.2
6387,3,2026-02-02,曇り,1.0,-9.9,-4.5,0.0,57.5,2.0
6388,4,2026-02-02,曇り,2.5,-8.2,-2.8,0.0,57.8,2.9
6389,1,2026-02-03,晴れ,5.4,-5.5,0.0,0.0,51.3,3.5
6390,2,2026-02-03,晴れ,6.8,-4.3,1.2,0.0,40.2,2.1
6391,3,2026-02-03,曇り,2.9,-8.4,-2.8,0.0,56.1,1.5
6392,4,2026-02-03,晴れ,4.1,-6.9,-1.4,0.0,56.4,2.1
6393,1,2026-02-04,晴れ,7.9,-3.3,2.3,0.0,57.9,4.4
6394,2,2026-02-04,曇り,7.3,-3.7,1.8,0.0,52.1,3.5
6395,3,2026-02-04,晴れ,3.3,-7.8,-2.2,0.0,51.3,1.9
6396,4,2026-02-04,曇り,4.7,-6.3,-0.8,0.0,64.8,3.4
6397,1,2026-02-05,晴れ,8.9,-2.3,3.3,0.0,54.7,4.0
6398,2,2026-02-05,曇り,8.4,-2.5,3.0,0.0,60.2,3.2
6399,3,2026-02-05,晴れ,3.9,-7.2,-1.7,0.0,42.4,1.9
6400,4,2026-02-05,晴れ,5.8,-5.2,0.3,0.0,45.3,1.9
6401,1,2026-02-06,晴れ,8.4,-2.2,3.1,0.0,53.8,1.6
6402,2,2026-02-06,晴れ,10.0,-0.9,4.5,0.0,43.4,1.6
6403,3,2026-02-06,晴れ,5.3,-5.6,-0.1,0.0,44.2,1.1
6404,4,2026-02-06,晴れ,7.7,-3.2,2.2,0.0,50.2,2.3
6405,1,2026-02-07,晴れ,9.6,-1.5,4.0,0.0,49.0,2.4
6406,2,2026-02-07,晴れ,8.5,-2.3,3.1,0.0,51.6,1.3
6407,3,2026-02-07,晴れ,3.9,-7.0,-1.6,0.0,41.6,2.2
6408,4,2026-02-07,曇り,7.9,-3.4,2.2,0.0,56.2,1.7
6409,1,2026-02-08,雨,9.8,-1.1,4.4,10.6,74.3,4.0
6410,2,2026-02-08,雨,11.0,0.0,5.5,5.2,74.3,4.4
6411,3,2026-02-08,雪,5.4,-5.5,0.0,5.7,74.4,3.0
6412,4,2026-02-08,雨,6.7,-4.0,1.4,2.6,76.4,5.3
6413,1,2026-02-09,曇り,9.3,-1.6,3.9,0.0,56.2,2.3
6414,2,2026-02-09,晴れ,11.1,-0.1,5.5,0.0,53.3,2.8
6415,3,2026-02-09,晴れ,6.5,-4.8,0.9,0.0,50.1,2.4
6416,4,2026-02-09,曇り,6.3,-4.5,0.9,0.0,56.4,1.8
6417,1,2026-02-10,晴れ,6.6,-4.2,1.2,0.0,41.8,3.0
6418,2,2026-02-10,曇り,7.1,-3.7,1.7,0.0,63.6,3.5
6419,3,2026-02-10,晴れ,3.1,-7.8,-2.3,0.0,52.8,1.4
6420,4,2026-02-10,曇り,4.3,-6.5,-1.1,0.0,59.8,1.8
6421,1,2026-02-11,曇り,5.9,-5.0,0.5,0.0,64.4,1.8
6422,2,2026-02-11,晴れ,6.4,-4.5,1.0,0.0,46.5,0.4
6423,3,2026-02-11,晴れ,0.4,-10.4,-5.0,0.0,41.1,3.3
6424,4,2026-02-11,曇り,4.5,-6.6,-1.0,0.0,58.3,3.5
6425,1,2026-02-12,晴れ,7.5,-3.7,1.9,0.0,48.4,0.5
6426,2,2026-02-12,曇り,5.9,-4.8,0.6,0.0,62.1,2.7
6427,3,2026-02-12,晴れ,1.0,-9.8,-4.4,0.0,49.2,1.9
6428,4,2026-02-12,晴れ,4.9,-6.2,-0.6,0.0,47.3,2.9
6429,1,2026-02-13,雨,7.3,-3.7,1.8,0.5,86.1,1.9
6430,2,2026-02-13,雨,8.5,-2.6,3.0,16.5,78.1,3.2
6431,3,2026-02-13,雪,1.8,-9.1,-3.6,5.9,60.4,1.2
6432,4,2026-02-13,雨,6.4,-4.9,0.8,6.6,82.7,3.1
6433,1,2026-02-14,曇り,6.2,-4.7,0.8,0.0,50.0,3.1
6434,2,2026-02-14,晴れ,8.5,-2.8,2.9,0.0,47.9,2.8
6435,3,2026-02-14,晴れ,2.9,-8.3,-2.7,0.0,46.4,2.5
6436,4,2026-02-14,曇り,3.4,-7.4,-2.0,0.0,53.8,2.0
6437,1,2026-02-15,雨,6.6,-4.3,1.1,8.0,87.3,5.6
6438,2,2026-02-15,雨,5.5,-5.1,0.2,3.1,72.1,2.7
6439,3,2026-02-15,雨,1.7,-9.1,-3.7,5.7,71.2,2.3
6440,4,2026-02-15,雨,5.2,-5.8,-0.3,0.5,70.9,2.4
6441,1,2026-02-16,晴れ,7.5,-3.6,1.9,0.0,55.9,4.0
6442,2,2026-02-16,晴れ,7.1,-3.7,1.7,0.0,45.2,1.8
6443,3,2026-02-16,晴れ,1.1,-9.6,-4.2,0.0,43.1,0.2
6444,4,2026-02-16,曇り,4.4,-6.5,-1.0,0.0,61.7,3.1
6445,1,2026-02-17,曇り,9.2,-1.7,3.7,0.0,51.3,3.1
6446,2,2026-02-17,曇り,8.9,-1.9,3.5,0.0,69.3,3.2
6447,3,2026-02-17,晴れ,5.9,-5.3,0.3,0.0,43.7,3.1
6448,4,2026-02-17,曇り,5.6,-5.1,0.2,0.0,52.1,2.5
6449,1,2026-02-18,曇り,9.8,-1.3,4.2,0.0,61.0,2.3
6450,2,2026-02-18,曇り,8.4,-2.3,3.1,0.0,68.6,0.8
6451,3,2026-02-18,曇り,3.1,-7.6,-2.2,0.0,64.6,3.8
6452,4,2026-02-18,晴れ,8.0,-3.2,2.4,0.0,54.4,2.8
6453,1,2026-02-19,雨,6.3,-4.7,0.8,9.4,74.6,3.2
6454,2,2026-02-19,雨,5.0,-5.6,-0.3,12.4,75.4,3.1
6455,3,2026-02-19,雨,3.4,-7.9,-2.2,0.5,74.4,4.4
6456,4,2026-02-19,雨,3.8,-7.1,-1.6,11.9,75.5,3.7
6457,1,2026-02-20,晴れ,3.9,-7.0,-1.6,0.0,57.2,2.1
6458,2,2026-02-20,晴れ,5.3,-5.8,-0.2,0.0,54.0,3.7
6459,3,2026-02-20,曇り,0.6,-10.6,-5.0,0.0,56.6,2.7
6460,4,2026-02-20,晴れ,3.6,-7.7,-2.0,0.0,59.5,1.4
6461,1,2026-02-21,晴れ,8.4,-2.7,2.9,0.0,40.6,2.9
6462,2,2026-02-21,晴れ,8.9,-2.2,3.4,0.0,47.4,3.4
6463,3,2026-02-21,曇り,4.5,-6.8,-1.1,0.0,74.4,0.4
6464,4,2026-02-21,晴れ,7.4,-4.0,1.7,0.0,32.1,2.4
6465,1,2026-02-22,雪,10.0,-1.3,4.3,8.0,59.0,1.9
6466,2,2026-02-22,雨,11.0,-0.4,5.3,15.2,80.4,4.1
6467,3,2026-02-22,雪,3.6,-7.3,-1.8,11.6,64.0,3.7
6468,4,2026-02-22,雨,5.4,-5.4,0.0,4.9,80.0,2.4
6469,1,2026-02-23,曇り,8.2,-2.8,2.7,0.0,51.5,1.9
6470,2,2026-02-23,曇り,10.1,-1.2,4.5,0.0,61.8,2.0
6471,3,2026-02-23,曇り,5.1,-6.2,-0.6,0.0,49.5,2.1
6472,4,2026-02-23,曇り,6.0,-5.0,0.5,0.0,59.5,0.6
6473,1,2026-02-24,雨,10.5,-0.8,4.8,1.3,78.0,2.8
6474,2,2026-02-24,雪,10.2,-0.9,4.6,13.4,69.0,2.7
6475,3,2026-02-24,雪,6.4,-5.0,0.7,2.1,71.2,3.3
6476,4,2026-02-24,雪,7.8,-3.4,2.2,6.3,76.7,1.3
6477,1,2026-02-25,晴れ,9.4,-1.8,3.8,0.0,53.7,2.0
6478,2,2026-02-25,曇り,9.0,-2.0,3.5,0.0,57.8,2.0
6479,3,2026-02-25,晴れ,5.2,-6.1,-0.4,0.0,51.8,3.8
6480,4,2026-02-25,晴れ,6.3,-4.8,0.8,0.0,48.1,2.3
6481,1,2026-02-26,曇り,9.2,-2.4,3.4,0.0,64.5,1.7
6482,2,2026-02-26,晴れ,8.6,-2.8,2.9,0.0,55.4,2.4
6483,3,2026-02-26,曇り,4.9,-6.8,-0.9,0.0,57.2,3.8
6484,4,2026-02-26,晴れ,6.3,-5.2,0.5,0.0,56.1,1.2
6485,1,2026-02-27,雨,9.3,-2.0,3.7,14.3,71.7,2.2
6486,2,2026-02-27,雨,10.5,-1.0,4.8,2.8,72.2,3.6
6487,3,2026-02-27,雨,3.8,-7.4,-1.8,0.5,65.4,2.9
6488,4,2026-02-27,雨,6.0,-5.1,0.5,5.8,80.0,4.7
6489,1,2026-02-28,晴れ,12.6,0.6,6.6,0.0,48.5,2.5
6490,2,2026-02-28,晴れ,11.5,0.0,5.8,0.0,41.4,2.2
6491,3,2026-02-28,晴れ,3.6,-7.4,-1.9,0.0,46.4,2.7
6492,4,2026-02-28,晴れ,6.4,-4.7,0.9,0.0,48.5,2.4
6493,1,2026-03-01,曇り,11.4,-0.2,5.6,0.0,68.4,2.4
6494,2,2026-03-01,曇り,10.9,-0.4,5.2,0.0,63.3,3.5
6495,3,2026-03-01,曇り,7.0,-4.6,1.2,0.0,68.8,2.6
6496,4,2026-03-01,曇り,10.7,-1.1,4.8,0.0,66.7,1.6
6497,1,2026-03-02,晴れ,11.7,0.3,6.0,0.0,59.0,2.1
6498,2,2026-03-02,晴れ,12.8,1.2,7.0,0.0,48.3,3.2
6499,3,2026-03-02,晴れ,7.4,-4.1,1.7,0.0,52.5,0.4
6500,4,2026-03-02,曇り,10.0,-1.5,4.2,0.0,66.3,1.7
6501,1,2026-03-03,雨,13.3,1.6,7.5,0.5,84.3,3.2
6502,2,2026-03-03,雨,14.8,2.9,8.8,7.9,84.3,3.0
6503,3,2026-03-03,雨,8.7,-3.0,2.8,2.8,84.6,3.1
6504,4,2026-03-03,雪,11.7,-0.1,5.8,14.3,67.6,3.6
6505,1,2026-03-04,晴れ,12.4,0.8,6.6,0.0,58.7,2.5
6506,2,2026-03-04,晴れ,14.0,2.2,8.1,0.0,50.7,3.5
6507,3,2026-03-04,曇り,8.4,-3.3,2.6,0.0,62.8,4.0
6508,4,2026-03-04,曇り,10.5,-1.1,4.7,0.0,70.2,1.9
6509,1,2026-03-05,曇り,14.4,2.5,8.4,0.0,70.3,2.8
6510,2,2026-03-05,晴れ,15.4,3.3,9.3,0.0,44.5,3.1
6511,3,2026-03-05,晴れ,9.7,-2.2,3.7,0.0,56.2,3.1
6512,4,2026-03-05,晴れ,11.5,-0.4,5.5,0.0,53.5,2.3
6513,1,2026-03-06,曇り,14.3,2.2,8.2,0.0,73.9,0.2
6514,2,2026-03-06,曇り,13.3,1.6,7.5,0.0,74.2,3.3
6515,3,2026-03-06,曇り,10.1,-2.0,4.0,0.0,74.9,1.8
6516,4,2026-03-06,晴れ,10.1,-1.5,4.3,0.0,58.4,1.9
6517,1,2026-03-07,晴れ,11.8,-0.1,5.9,0.0,45.8,1.5
6518,2,2026-03-07,晴れ,11.6,-0.1,5.8,0.0,47.8,3.7
6519,3,2026-03-07,晴れ,6.7,-5.1,0.8,0.0,57.2,2.8
6520,4,2026-03-07,晴れ,8.8,-2.9,3.0,0.0,45.6,2.5
6521,1,2026-03-08,雨,16.3,3.9,10.1,10.6,78.9,3.4
6522,2,2026-03-08,雨,15.6,3.5,9.6,31.4,83.3,4.9
6523,3,2026-03-08,雨,9.5,-2.3,3.6,0.5,84.1,3.1
6524,4,2026-03-08,雨,13.6,1.4,7.5,3.7,85.8,5.2
6525,1,2026-03-09,雪,14.0,2.1,8.1,5.2,89.3,1.2
6526,2,2026-03-09,雨,14.5,2.7,8.6,4.1,86.4,5.2
6527,3,2026-03-09,雪,10.1,-1.9,4.1,1.7,79.4,4.7
6528,4,2026-03-09,雨,13.1,1.0,7.0,11.2,93.0,3.5
6529,1,2026-03-10,曇り,16.0,4.2,10.1,0.0,53.7,2.0
6530,2,2026-03-10,曇り,17.7,5.7,11.7,0.0,68.7,1.5
6531,3,2026-03-10,晴れ,11.9,0.0,6.0,0.0,56.2,4.4
6532,4,2026-03-10,曇り,15.2,3.1,9.2,0.0,84.3,2.9
6533,1,2026-03-11,晴れ,15.3,3.1,9.2,0.0,62.6,1.6
6534,2,2026-03-11,晴れ,15.0,3.0,9.0,0.0,54.6,1.2
6535,3,2026-03-11,曇り,10.1,-1.9,4.1,0.0,63.4,2.8
6536,4,2026-03-11,晴れ,12.3,0.3,6.3,0.0,66.2,1.9
6537,1,2026-03-12,曇り,13.1,1.3,7.2,0.0,69.9,3.3
6538,2,2026-03-12,晴れ,14.7,2.7,8.7,0.0,62.2,2.2
6539,3,2026-03-12,晴れ,10.5,-1.7,4.4,0.0,48.3,2.8
6540,4,2026-03-12,晴れ,11.6,-0.4,5.6,0.0,49.7,1.5
6541,1,2026-03-13,曇り,12.8,0.9,6.9,0.0,67.1,2.7
6542,2,2026-03-13,晴れ,13.7,1.7,7.7,0.0,56.7,3.7
6543,3,2026-03-13,晴れ,6.8,-4.8,1.0,0.0,62.6,2.3
6544,4,2026-03-13,晴れ,12.0,-0.2,5.9,0.0,50.1,2.4
6545,1,2026-03-14,晴れ,14.8,2.5,8.7,0.0,50.6,2.9
6546,2,2026-03-14,晴れ,14.0,1.9,8.0,0.0,58.3,3.6
6547,3,2026-03-14,晴れ,10.4,-1.9,4.2,0.0,66.3,2.6
6548,4,2026-03-14,晴れ,9.3,-2.3,3.5,0.0,59.2,1.8
6549,1,2026-03-15,曇り,13.2,1.0,7.1,0.0,65.4,2.9
6550,2,2026-03-15,晴れ,11.8,0.0,5.9,0.0,40.2,2.0
6551,3,2026-03-15,曇り,7.0,-4.8,1.1,0.0,76.8,2.3
6552,4,2026-03-15,晴れ,8.8,-2.9,3.0,0.0,53.9,4.1
6553,1,2026-03-16,雨,13.8,1.2,7.5,54.7,89.9,5.1
6554,2,2026-03-16,雪,12.0,-0.2,5.9,3.4,69.6,2.0
6555,3,2026-03-16,雨,5.9,-6.0,0.0,14.7,73.1,4.5
6556,4,2026-03-16,雪,9.2,-3.0,3.1,0.5,64.2,2.7
6557,1,2026-03-17,晴れ,12.4,0.2,6.3,0.0,56.8,2.8
